WellNo,County,CoName,Hole,SideTrck,Completion,Well_Typ,Field,Wl_Status,Well_Nm,town,Prod Form
0,Cattaraugus,Mark T. Kellner Oil Co.,66605,00,00,OD,Bradford,AC,Kellner t3,Olean,Bradford Third
0,Genesee,United States Gypsum Company,15264,00,00,Oil,Huron Creek,AC,Danser 2,Pembroke,Medina
0,Erie,"Stedman Energy, Inc.",19000,00,00,Oil,North Collins,AC,Ptak 1,North Collins,Medina
0,Ontario,Unknown,01310,00,00,GW,Not Applicable,UM,Pierpont,West Bloomfield,Not Applicable
0,Chautauqua,"Cotton Well Drilling Company, Inc.",15697,00,00,Oil,Lakeshore,AC,Edde 1,Arkwright,Medina
0,Chautauqua,"Cotton Well Drilling Company, Inc.",15697,00,00,Oil,Lakeshore,AC,Edde 1,Arkwright,Medina
0,Cattaraugus,M. J. McCaffery Oil Co.,66410,00,00,OD,Chipmunk,NR,Hill 12,Carrollton,Chipmunk
0,Erie,Iroquois Gas Corp.,03426,00,00,Oil,Lakeview,PA,Hammond E and Maggie 1,Brant,Medina
0,Allegany,Francis Root Oil Company,09944,00,00,IW,Richburg,PA,A-H Lot 80-P6-80,Alma,Richburg
0,Cattaraugus,"McCracken Oil & Gas, LLC",11288,00,00,OD,Bradford,PA,Clark No 016,Carrollton,Chipmunk
0,Cattaraugus,"Empire Energy E & P, LLC",17267,00,00,Oil,Lakeshore,AC,"Stone, R 1",Conewango,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11006,00,00,Oil,Lakeshore,AC,Jordan 1,Portland,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",17683,00,00,Oil,Lakeshore,AC,Bobseine 1,Persia,Medina
0,Cattaraugus,AC Oil LLC,21943,00,00,OD,Bradford,AC,Evans et1,Carrollton,Bradford
0,Cattaraugus,Case Brothers Inc.,62875,00,00,OD,Chipmunk,PA,George 50,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",19285,00,00,Oil,Lakeshore,AC,"Smith, W 1",Poland,Medina
0,Allegany,"Plants and Goodwin, Inc.",12229,00,00,OD,Beech Hill-Independence,PA,Mervine 18,Independence,Fulmer Valley
0,Chautauqua,"Cotton Well Drilling Company, Inc.",14771,00,00,Oil,Lakeshore,IN,3129 Sweetman,Westfield,Medina
0,Chautauqua,"Fuel Gas Technology, Inc",20395,00,00,Oil,Lakeshore,AC,Radov 1,Portland,Medina
0,Cattaraugus,"Empire Energy E & P, LLC",16931,00,00,Oil,Lakeshore,AC,Hojnacki W 1,Persia,Medina
0,Allegany,Moose Oil Co.,61099,00,00,OD,Richburg,PA,Tullar 019,Bolivar,Waugh & Porter
0,Chautauqua,Greenridge Oil Company LLC,22506,00,00,OD,Busti,IN,"Nelson, M 8g",Busti,Glade
0,Cayuga,Minard Run Oil Company,21306,00,00,Oil,West Auburn,AC,Clark 1157-2,Fleming,Queenston
0,Allegany,Moore Producing Co.,63750,00,00,IW,Not Applicable,PA,Curtis Farm 6r,Bolivar,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",16357,00,00,Oil,Lakeshore,AC,NYSRA 3-11,Chautauqua,Medina
0,Wyoming,"Stowell, Cindy M.",14615,00,00,Oil,Silver Lake,AC,"Ireland, F 1",Perry,Medina
0,Oswego,Pulaski Gas & Oil,02515,00,00,Oil,Pulaski,UM,Gollner 3,Richland,Trenton
0,Erie,"Schreiber, Donald and Marilyn",20057,00,00,Oil,Brant-Eden,AC,Schreiber D 1,Eden,Grimsby
0,Cattaraugus,"Empire Energy E & P, LLC",18090,00,00,Oil,Lakeshore,AC,Booth H 1,Otto,Medina
0,Genesee,Le Roy Central School,14528,00,00,Oil,Uhley Corners-Caledonia,AC,Fee 1,Le Roy,Medina
0,Allegany,Moore Producing Co.,69582,00,00,OD,Not Applicable,PA,Curtis Farm 16A,Bolivar,Not Applicable
0,Cattaraugus,BDH Oil Inc.,65048,00,00,OD,Chipmunk,UL,Nichols Run Ew-21,Allegany,Chipmunk & Bradford 2nd
0,Allegany,"Tjhung, Frank T.",69969,00,00,OD,Fulmer Valley,UL,GPS 1134,Wellsville,Not Applicable
0,Chautauqua,"Empire Energy E & P, LLC",12747,00,00,Oil,Lakeshore,AC,"Clarke,C 1",Westfield,Medina
0,Genesee,United States Gypsum Company,19625,00,00,Oil,Huron Creek,AC,"Rindell, R. 1",Batavia,Medina
0,Allegany,Ashe Oil Company,69735,00,00,IW,Richburg,IN,Central 065,Scio,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",10028,00,00,Oil,Lakeshore,AC,Mooney G M 1,Ripley,Medina
0,Cattaraugus,"Rochez, Mary B.",14364,00,00,Oil,Dayton,AC,"Rochez, Jerry & Mary 1",Perrysburg,Akron
0,Allegany,"Pagels, James",66125,00,00,Oil,Fulmer Valley,UN,Pagels 1,Wellsville,Fulmer Valley
0,Chautauqua,"Empire Energy E & P, LLC",12741,00,00,Oil,Lakeshore,AC,Davies 1,Westfield,Medina
0,Chautauqua,"Empire Energy E & P, LLC",19704,00,00,Oil,Lakeshore,AC,"Stewart, R 1",Hanover,Medina
0,Chautauqua,"Empire Energy E & P, LLC",20961,00,00,Oil,Lakeshore,AC,"Dale, V. 1",Pomfret,Medina
0,Cattaraugus,BDH Oil Inc.,65075,00,00,IW,Chipmunk,PA,Nichols Run Fw-3,Allegany,Chipmunk & Bradford 2nd
0,Oswego,Unknown,00718,00,00,GW,Pulaski,UM,Mill St 1,Richland,Trenton
0,Chautauqua,"Curtis & Son Oil, Inc.",15475,00,00,OD,Busti,AC,Tulen 5,Busti,Glade
0,Chautauqua,"Curtis & Son Oil, Inc.",15475,00,00,OD,Busti,AC,Tulen 5,Busti,Glade
0,Allegany,Klein Oil & Logging,06715,00,00,OD,Beech Hill-Independence,AC,Austin-Bayard 23,Independence,Fulmer Valley
0,Allegany,Moore Producing Co.,69451,00,00,OD,Not Applicable,PA,Curtis Farm 183,Bolivar,Not Applicable
0,Chautauqua,PPP Future Development Inc.,18885,00,00,GW,Lakeshore,AC,"Cameron, J. 1",Ellicott,Medina
0,Cattaraugus,"Copper Ridge Oil, Inc.",04834,00,00,OD,Five Mile,AC,Kolata 11,Olean,Bradford
0,Chautauqua,"Empire Energy E & P, LLC",11029,00,00,Oil,Lakeshore,AC,Farrer Unit 95,Portland,Medina
0,Seneca,"Rasmussen's Energy, Inc.",19584,00,00,Oil,Fayette-Waterloo,AC,Skinner 1,Fayette,Queenston
0,Allegany,"Clark, Ralph",66714,00,00,OD,Richburg,IN,Clark 4,Genesee,Richburg
0,Cattaraugus,"Copper Ridge Oil, Inc.",05469,00,00,OD,Five Mile,PA,Weis 33,Olean,Bradford
0,Oneida,Norman,01038,00,00,GW,Not Applicable,UL,Old Dillon Well,Florence,Not Applicable
0,Allegany,Klein Oil & Logging,62740,00,00,OD,Beech Hill-Independence,IN,Austin-Bayard 14,Independence,Fulmer Valley
0,Chautauqua,PPP Future Development Inc.,15260,00,00,Oil,Lakeshore,AC,Gage 1,Busti,Medina
0,Cattaraugus,Unknown,07437,00,00,Oil,Rice Brook,UN,Allegany State Park 137,Carrollton,Rice Brook
0,Wyoming,"Smith, Wayne L",18589,00,00,Oil,Wyoming,IN,"Smith, N 216",Middlebury,Medina
0,Yates,PPP Future Development Inc.,20544,00,00,Oil,North Penn Yan,IN,Schiek 1-A,Torrey,Queenston
0,Chautauqua,Greenridge Oil Company LLC,22546,00,00,Oil,Lakeshore,AC,Wiseman 1,Portland,Medina
0,Allegany,Choudhury Oil & Gas Mining Corp,66668,00,00,OD,Richburg,IN,Cass 53,Wirt,Richburg
0,Allegany,Choudhury Oil & Gas Mining Corp,66668,00,00,OD,Richburg,IN,Cass 53,Wirt,Richburg
0,Allegany,P & G Oil Co.,65886,00,00,OD,Fulmer Valley,IN,Hornburg 02020,Willing,Richburg
0,Allegany,"Saint John Exploration & Production, Inc.",60931,00,00,IW,Richburg,IN,Trio Farm 28x,Bolivar,Richburg
0,Chautauqua,"Curtis & Son Oil, Inc.",05368,00,00,OD,Busti,AC,Norma Muntz 4,Busti,Glade
0,Chautauqua,"Empire Energy E & P, LLC",09868,00,00,Oil,Lakeshore,AC,Johnson K 7,Pomfret,Medina
0,Chautauqua,"Falkner, Donald E.",11405,00,00,Oil,Lakeshore,AC,Halladay 335 1,Stockton,Medina
0,Allegany,Empire Gas & Fuel,00404,00,00,OD,Beech Hill-Independence,UN,Potter Oscar A 1,Independence,Fulmer Valley
0,Chautauqua,"Vertical Energy, Inc.",11704,00,00,OD,Busti,AC,Trask 5,Busti,Glade
0,Erie,Iroquois Gas Corp.,01610,00,00,Oil,North Collins,PA,Kohn F M 1,North Collins,Medina
0,Wyoming,"Meeder, Ezra",12178,00,00,Oil,Wyoming,IN,Meeder Wn-1533,Middlebury,Medina
0,Allegany,"Witter, Terry L.",60510,00,00,OD,Richburg,IN,Fox 14,Bolivar,Richburg
0,Cattaraugus,Cal Ban Corp.,19024,00,00,OD,Five Mile,NR,Cb-11,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,"McCracken Oil & Gas, LLC",11379,00,00,OD,Bradford,IN,Clark No 06,Carrollton,Chipmunk
0,Cattaraugus,"Wood, David A.",12846,00,00,OD,Bradford,PA,McDivitt 010(Fee 1),Olean,Bradford 2nd & 3rd
0,Cattaraugus,"Woodruff, Michael C.",68467,00,00,OD,Bradford,AC,McDivitt 05,Olean,Bradford
0,Oswego,Pulaski Gas & Oil,02535,00,00,DH,Pulaski,UL,Austin 0,Richland,Trenton
0,Allegany,Ashe Oil Company,69754,00,00,OD,Richburg,IN,Central 86,Scio,Richburg
0,Allegany,"Saint John Exploration & Production, Inc.",63900,00,00,IW,Richburg,IN,Trio Farm 23x,Bolivar,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",16407,00,00,Oil,Lakeshore,AC,D Williams 2,Persia,Medina
0,Chautauqua,"Curtis & Son Oil, Inc.",23241,00,00,OD,Busti,AC,Blodgett 2 20,Busti,Glade
0,Chautauqua,"Curtis & Son Oil, Inc.",09898,00,00,OD,Busti,AC,Boswell 9,Busti,Glade
0,Chautauqua,"Curtis & Son Oil, Inc.",09898,00,00,OD,Busti,AC,Boswell 9,Busti,Glade
0,Chautauqua,"Kettlebrook Energy, Inc.",14606,00,00,Oil,Lakeshore,AC,Brown 3152,Chautauqua,Medina
0,Chautauqua,PPP Future Development Inc.,20107,00,00,Oil,Lakeshore,IN,Combs 2,Ellington,Medina
0,Allegany,T.M. Quaintance Crude Oil Production,65180,00,00,OD,Ford's Brook,PA,Quaker q58,Alma,Richburg
0,Cattaraugus,Case Brothers Inc.,13925,00,00,OD,Bradford,PA,Moyer 02,Carrollton,Chipmunk
0,Erie,Iroquois Gas Corp.,03453,00,00,Oil,Concord,PA,Baker Joseph 1,Colden,Medina
0,Cattaraugus,Cal Ban Corp.,08584,00,00,OD,Five Mile,NR,Cash Kinley 8,Allegany,Bradford
0,Chautauqua,"Chautauqua Energy, Inc.",17849,00,00,Oil,Lakeshore,NR,Hanson 2,Gerry,Medina
0,Chautauqua,"Empire Energy E & P, LLC",11487,00,00,Oil,Lakeshore,AC,Meder 318,Stockton,Medina
0,Erie,Unknown,01507,00,00,NL,Brant-Eden,UN,White,Brant,Medina
0,Cattaraugus,"Campbell, Philip Brian",66937,00,00,OD,Bradford,PA,Dutka 7,Carrollton,Bradford
0,Allegany,Unknown,68474,00,00,OD,Not Applicable,UN,Fee 1,Clarksville,Not Applicable
0,Genesee,"Republic Light, Heat & Power",02172,00,00,Oil,Danley Corners,UM,Young,Darien,Medina
0,Steuben,"Hess, Jay E.",14295,00,00,OD,Beech Hill-Independence,AC,Givens 1,West Union,Fulmer Valley
0,Allegany,"Sandstone Oil & Gas Development, LLC",05299,00,00,OD,Richburg,IN,Slade Lot 29 H-34,Genesee,Richburg
0,Erie,Unknown,03843,00,00,Oil,Tonawanda,UM,20,Amherst,Medina
0,Genesee,United States Gypsum Company,19660,00,00,Oil,Danley Corners,AC,Houseknecht 1,Darien,Medina
0,Cattaraugus,Case Brothers Inc.,22041,00,00,OD,Chipmunk,PA,Buchanan 1,Carrollton,"Chipmunk, Bradford 1st & 2nd"
0,Cattaraugus,BDH Oil Inc.,65540,00,00,OD,Chipmunk,UN,Nichols Run Ho-28,Allegany,Chipmunk & Bradford 2nd
0,Cattaraugus,"Putt, Albert F.",67002,00,00,OD,Four Mile,PA,Gerringer 16,Allegany,Bradford
0,Chautauqua,"Cotton Well Drilling Company, Inc.",13879,00,00,Oil,Lakeshore,AC,5001 Salhoff,Sheridan,Medina
0,Allegany,"Simon of Bolivar Enterprises, Inc.",63693,00,00,OD,Richburg,AC,Mulkin 1,Bolivar,Richburg
0,Erie,"Stedman Energy, Inc.",20842,00,00,Oil,Alden-Lancaster,AC,Radner 2,Newstead,Medina
0,Allegany,"C.O.G. Development & Resources, Inc.",65323,00,00,OD,Richburg,IN,Meadowbank mt23,Bolivar,Richburg
0,Cattaraugus,BDH Oil Inc.,64924,00,00,OD,Bradford,UL,James Lease 14,Olean,Bradford Third
0,Chautauqua,"Cotton Well Drilling Company, Inc.",16939,00,00,Oil,Lakeshore,AC,Richter 6,Villenova,Medina
0,Chautauqua,"Cotton Well Drilling Company, Inc.",16939,00,00,Oil,Lakeshore,AC,Richter 6,Villenova,Medina
0,Seneca,Ryan O'Neil,00922,00,00,DW,Not Applicable,UM,Evans,Tyre,Not Applicable
0,Cattaraugus,"Shultz, Todd W.",21952,00,00,OD,Chipmunk,AC,Shultz 21,Carrollton,Chipmunk
0,Chautauqua,"Odebralski, Michael & Connie",12426,00,00,Oil,Lakeshore,AC,Odebralski 499,Arkwright,Medina
0,Erie,"Stedman Energy, Inc.",16971,00,00,Oil,Lakeview,AC,Greene 3,Evans,Medina
0,Cattaraugus,Unknown,04141,00,00,NL,Not Applicable,UN,Sunfish Run Well,Red House,Not Applicable
0,Allegany,Ashe Oil Company,69865,00,00,IW,Richburg,IN,Central 059,Scio,Richburg
0,Cattaraugus,"Woods Oil Company, Inc.",20261,00,00,OD,Bradford,AC,Templeton Tt-3,Carrollton,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,PPP Future Development Inc.,11069,00,00,Oil,Lakeshore,SI,Smith M&W Fee 5,Arkwright,Upper Devonian
0,Allegany,Klein Oil & Logging,19074,00,00,OD,Richburg,PA,Lot 43 3-43,Alma,Richburg
0,Allegany,"Witter, Terry L.",60498,00,00,OD,Richburg,AC,Fox 2,Bolivar,Richburg
0,Allegany,"Fulmer Valley Resources, Ltd.",66698,00,00,OD,Fulmer Valley,AC,Ford-Clark h13,Independence,Fulmer Valley
0,Allegany,"Tjhung, Frank T.",69979,00,00,OD,Fulmer Valley,UL,GPS 1144,Wellsville,Not Applicable
0,Chautauqua,"Johnson, Mark & Troy",11437,00,00,OD,Busti,AC,Eckstrom 3a,Busti,Glade
0,Erie,Unknown,03112,00,00,Oil,Lakeview,UM,Carpenter Albert 2,Evans,Medina
0,Allegany,"Clark, Ernest E. and Richard C.",65564,00,00,OD,Ford's Brook,IN,Hunt 11,Alma,Richburg
0,Cattaraugus,"McCracken, Carl A. III",55133,00,00,OD,Bradford,PA,McCray 34,Carrollton,Bradford
0,Allegany,"Hewitt Oil, LLC",62368,00,00,OD,Richburg,IN,Cowles 4,Bolivar,Richburg
0,Cattaraugus,Frank H. Stephan Oil Group,16530,00,00,OD,Bradford,PA,238 Geiger,Allegany,Bradford
0,Chautauqua,"Johnson, Mark & Troy",05328,00,00,OD,Busti,AC,Harding 7,Busti,Glade
0,Cattaraugus,"Empire Energy E & P, LLC",17199,00,00,Oil,Lakeshore,AC,"Shultz, D 2",Conewango,Medina
0,Chautauqua,"Empire Energy E & P, LLC",21206,00,00,Oil,Lakeshore,AC,"Caflisch, E 4-Q",Clymer,Medina
0,Allegany,"C.O.G. Development & Resources, Inc.",65273,00,00,OD,Richburg,IN,Meadowbank ma18,Bolivar,Richburg
0,Cattaraugus,SWEPI LP,12715,00,00,OD,Bradford,PA,Enterprise Transit St 134,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,Harmony Trust,66813,00,00,OD,Five Mile,AC,Boser 4,Allegany,Bradford
0,Cayuga,"OI Auburn, Inc.",15705,00,00,Oil,West Auburn,AC,Patterson A130-4,Aurelius,Queenston
0,Cattaraugus,M. J. McCaffery Oil Co.,66404,00,00,OD,Chipmunk,NR,Hill 6,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",11257,00,00,Oil,Lakeshore,AC,Kundrath 1,Ripley,Medina
0,Chautauqua,"Empire Energy E & P, LLC",12763,00,00,Oil,Lakeshore,AC,Dutton 1,Westfield,Medina
0,Erie,"Wilson-Raczka, Diane R.",12920,00,00,Oil,Lakeview,AC,Wilson 1,Evans,Medina
0,Allegany,"Collins, Dave",65998,00,00,OD,Richburg,IN,Emerson 06,Scio,Richburg
0,Erie,Unknown,03826,00,00,Oil,Tonawanda,UM,3,Amherst,Medina
0,Chautauqua,"Empire Energy E & P, LLC",09943,00,00,GE,Lakeshore,AC,Gatto Charles & Frances 1,Portland,Medina
0,Chautauqua,"Stedman Energy, Inc.",12582,00,00,Oil,Lakeshore,AC,NYSRA 4-6,Harmony,Medina
0,Allegany,"Lane Oil Company, LLC",66210,00,00,OD,Ford's Brook,AC,Fassett 017,Alma,Richburg
0,Cattaraugus,"Mahl, Matthew J.",20220,00,00,Oil,Ashford,AC,"Mahl, R. 1",Ashford,Medina
0,Allegany,"Saint John Exploration & Production, Inc.",63927,00,00,OD,Richburg,IN,Trio Farm 117,Bolivar,Richburg
0,Ontario,NYS Natural Gas Corp.,02223,00,00,DH,Geneva,UM,Keltz W 0,Phelps,Not Applicable
0,Cattaraugus,M. J. McCaffery Oil Co.,67347,00,00,OD,Chipmunk,PA,Sue 25,Carrollton,Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",17790,00,00,Oil,Lakeshore,AC,"Kopta, A 5",Chautauqua,Medina
0,Livingston,PPP Future Development Inc.,15592,00,00,Oil,Silver Lake,AC,Curry 1,Leicester,Medina
0,Cattaraugus,"Woods Oil Company, Inc.",22718,00,00,OD,Chipmunk,AC,Woods 8,Carrollton,Chipmunk & Bradford 2nd
0,Erie,Operating Engineers Local 17 Training Fund,07268,00,00,Oil,Orchard Park-Hamburg,AC,Acme Shale Brick Co 3,Hamburg,Medina
0,Chautauqua,"Northrop, Marilynne",11356,00,00,GE,Lakeshore,AC,Northrop 1,Westfield,Medina
0,Chautauqua,"Palmer, John L.",15832,00,00,Oil,Lakeshore,UL,Saunders 1-3173,Arkwright,Medina
0,Allegany,J. J. Bucher Producing Corporation,67791,00,00,OD,Browning,IN,Browning 21a,Scio,Scio
0,Chautauqua,"Vilardo Farms, LLC",14156,00,00,Oil,Lakeshore,AC,Vilardo 3,Westfield,Medina
0,Chautauqua,"Cotton Well Drilling Company, Inc.",16267,00,00,Oil,Lakeshore,AC,Fairbanks 3,Arkwright,Medina
0,Chautauqua,"Cotton Well Drilling Company, Inc.",16267,00,00,Oil,Lakeshore,AC,Fairbanks 3,Arkwright,Medina
0,Allegany,Francis Root Oil Company,68669,00,00,OD,Richburg,IN,Brown Farm r-2,Bolivar,Richburg
0,Chautauqua,"Empire Energy E & P, LLC",11604,00,00,Oil,Lakeshore,AC,Vandette 305,Stockton,Medina
0,Erie,"Empire Energy E & P, LLC",21825,00,00,Oil,Orchard Park-Hamburg,AC,Town of Hamburg 1,Hamburg,Medina
0,Allegany,J and R Oil Company,63858,00,00,IW,Scio,IN,Harris w11,Ward,Scio
0,Allegany,J and R Oil Company,63858,00,00,IW,Scio,IN,Harris w11,Ward,Scio
0,Steuben,"Plants and Goodwin, Inc.",04233,00,00,OD,Beech Hill-Independence,PA,Allen 08,West Union,Fulmer Valley
0,Cattaraugus,Perkins & Perkins Oil Co. Inc.,63889,00,00,OD,Four Mile,AC,Geise 5,Allegany,Bradford Third
0,Allegany,"Plants and Goodwin, Inc.",62308,00,00,OD,Richburg,PA,Green 178,Bolivar,Richburg
0,Allegany,SK Enterprises,55273,00,00,OD,Richburg,IN,Stoney 1,Bolivar,Richburg
0,Chautauqua,"Lepp, Paul N.",17776,00,00,Oil,Lakeshore,AC,Alnatt 1,Cherry Creek,Medina
0,Livingston,Lenape Resources LLC,17312,00,00,Oil,Uhley Corners-Caledonia,AC,Doolittle 1 (LR 106),York,Medina
0,Yates,Page,02603,00,00,DH,Rushville,UM,Savage 3,Middlesex,Not Applicable
0,Chautauqua,PPP Future Development Inc.,12515,00,00,Oil,Lakeshore,AC,Schimek NY 44,Cherry Creek,Medina
0,Cattaraugus,AC Oil LLC,19389,00,00,OD,Chipmunk,AC,Brennen 5,Carrollton,Chipmunk
0,Cattaraugus,"White, Christina L.",20376,00,00,OD,Chipmunk,AC,White 3,Carrollton,Chipmunk
0,Allegany,Knights Creek Oil Co.,69706,00,00,OD,Richburg,UM,Fee 950(G),Scio,Not Applicable
0,Cattaraugus,Case Brothers Inc.,62877,00,00,OD,Chipmunk,PA,George 52,Carrollton,Chipmunk
0,Seneca,Minard Run Oil Company,21384,00,00,Oil,Fayette-Waterloo,AC,Ch of Jesus Christ 1248,Fayette,Queenston
0,Allegany,"Gildemeister, Carlos & Theresa",15512,00,00,Oil,Rushford,AC,Barker b-1,Rushford,Medina
0,Allegany,Moore Producing Co.,69669,00,00,OD,Not Applicable,PA,Curtis Farm 38,Bolivar,Not Applicable
0,Allegany,"Day, James W",66494,00,00,OD,Fulmer Valley,PA,Ackerman 13,Andover,Fulmer Valley
0,Allegany,"Collins, Dave",65993,00,00,OD,Richburg,IN,Emerson 01,Scio,Richburg
0,Cayuga,Minard Run Oil Company,21393,00,00,Oil,West Auburn,SI,Bowen 1261,Springport,Queenston
0,Chautauqua,"Stedman Energy, Inc.",13747,00,00,Oil,Lakeshore,AC,Szumigala 2,Sheridan,Medina
0,Chautauqua,PPP Future Development Inc.,16583,00,00,Oil,Lakeshore,AC,Long Unit 1,Kiantone,Medina
0,Cayuga,Minard Run Oil Company,20516,00,00,Oil,West Auburn,AC,Burtless 810-2,Aurelius,Queenston
0,Cattaraugus,W. A. Boser Oil,66535,00,00,OD,Chipmunk,AC,Maloney 7,Allegany,Chipmunk
0,Allegany,"Greene, Sheldon K.",60953,00,00,OD,Richburg,IN,Wightman 12,Wirt,Richburg
0,Cattaraugus,"McCracken Oil & Gas, LLC",11286,00,00,OD,Bradford,PA,Clark No 011,Carrollton,Chipmunk
0,Cattaraugus,"Vertical Energy, Inc.",19383,00,00,OD,Five Mile,IN,Potter C-5,Allegany,Chipmunk
0,Chautauqua,PPP Future Development Inc.,17717,00,00,Oil,Lakeshore,AC,Winton 4,Gerry,Medina
0,Cattaraugus,SWEPI LP,12928,00,00,OD,Bradford,PA,Enterprise Transit St 139,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Cattaraugus,"McCracken Oil & Gas, LLC",11384,00,00,OD,Bradford,PA,Clark No 014,Carrollton,Chipmunk
0,Allegany,Pine Oil Co.,65707,00,00,IW,Richburg,IN,Pine Oil 120,Genesee,Richburg
0,Seneca,Dowden,02255,00,00,DH,Geneva,UM,Coyicendall,Waterloo,Not Applicable
0,Cattaraugus,"Stephan, Philip D.",63622,00,00,OD,Chipmunk,IN,Pfeiffer 1,Allegany,Bradford & Chipmunk
0,Chautauqua,"Empire Energy E & P, LLC",10923,00,00,Oil,Lakeshore,AC,Dubois 1,Portland,Medina
0,Oneida,"Cabot, G.L.",01179,00,00,DW,Not Applicable,UM,Comins Laura,Florence,Not Applicable
0,Cattaraugus,"McCracken Oil & Gas, LLC",12556,00,00,OD,Bradford,AC,Chipchop No 017,Carrollton,"Chipmunk, Bradford 2nd & 3rd"
0,Genesee,"Reserve Gas Company, Inc.",05487,00,00,Oil,Alden-Lancaster,AC,Reynolds 1,Darien,Medina
0,Allegany,"Hogan Energy, Inc.",69810,00,00,IW,Clarksville,PA,Burger 38,Clarksville,Not Applicable
0,Cattaraugus,Iroquois Gas Corp.,01666,00,00,Oil,Lakeshore,PA,Saunders IGC-158,Otto,Not Applicable
0,Chautauqua,PPP Future Development Inc.,14588,00,00,Oil,Lakeshore,AC,Maplehurst 1,Busti,Medina
0,Chautauqua,"Empire Energy E & P, LLC",13217,00,00,Oil,Lakeshore,AC,Caldwell 1,Ripley,Medina
0,Chautauqua,"Empire Energy E & P, LLC",18110,00,00,Oil,Lakeshore,AC,"Lookabaugh, R 1",Ellington,Medina
0,Cattaraugus,"Woods Oil Company, Inc.",12968,00,00,OD,Bradford,AC,Templeton 04,Carrollton,"Chipmunk, Bradford 2nd & 3rd"
0,Chautauqua,"Chautauqua Energy, Inc.",14827,00,00,Oil,Lakeshore,NR,Peterson 1,Gerry,Medina
0,Allegany,"Collins, Dave",65825,00,00,OD,Richburg,AC,Smith 6,Bolivar,Richburg
0,Cattaraugus,"Little, Jay R.",10865,00,00,OD,Chipmunk,IN,Pfouts I 35,Carrollton,Chipmunk & Bradford 2nd
0,Allegany,J. J. Bucher Producing Corporation,68571,00,00,OD,Richburg,IN,Wheeler u1,Bolivar,Richburg
0,Cattaraugus,"Empire Energy E & P, LLC",19957,00,00,Oil,Lakeshore,AC,Kauffman 5,Conewango,Medina
0,Cattaraugus,"Schweikert, Donna C.",21860,00,00,Oil,Ashford,AC,Schwerkert-Scharf 1,Ashford,Medina
0,Cayuga,"OI Auburn, Inc.",15745,00,00,Oil,West Auburn,AC,Foster A119-3,Aurelius,Queenston
0,Seneca,Minard Run Oil Company,19672,00,00,Oil,Fayette-Waterloo,AC,Martin 1 (4160),Varick,Queenston
0,Allegany,J. J. Bucher Producing Corporation,67833,00,00,OD,Browning,IN,Browning 24,Scio,Scio
0,Cattaraugus,"Copper Ridge Oil, Inc.",05453,00,00,OD,Five Mile,PA,Lunn Stopfel & Place L20,Olean,Bradford
0,Genesee,United States Gypsum Company,19655,00,00,Oil,Danley Corners,AC,"Bray, L. 1",Darien,Medina
0,Chautauqua,"Chautauqua Energy, Inc.",17850,00,00,Oil,Lakeshore,NR,Kowalski 1,Gerry,Medina
0,Steuben,"Chesapeake Appalachia, LLC",19497,00,00,GW,Glodes Corners Road,SI,Evangelos 21436-T,Pulteney,Black River
0,Cattaraugus,"Empire Energy E & P, LLC",22229,00,00,Oil,Lakeshore,AC,Milliman 1,Leon,Medina
0,Chautauqua,"Ark, Mary P.",11709,00,00,Oil,Lakeshore,AC,Fee 2,Sheridan,Medina
0,Steuben,NYS Natural Gas Corp.,00154,00,00,DW,Not Applicable,UM,Whiting 1,Jasper,Not Applicable
0,Steuben,"Yahn & Yahn, Inc.",61547,00,00,OD,Beech Hill-Independence,PA,Old Barney,West Union,Fulmer Valley
0,Chautauqua,"Cotton Well Drilling Company, Inc.",16836,00,00,Oil,Lakeshore,AC,Sager 2,Villenova,Medina
0,Chautauqua,"Cotton Well Drilling Company, Inc.",16836,00,00,Oil,Lakeshore,AC,Sager 2,Villenova,Medina
0,Chautauqua,PPP Future Development Inc.,19080,00,00,Oil,Lakeshore,IN,Auffinger 2,Ellington,Medina
0,Chautauqua,PPP Future Development Inc.,12493,00,00,Oil,Lakeshore,AC,Weaver 48,Cherry Creek,Medina
0,Allegany,Ashe Oil Company,69859,00,00,OD,Richburg,PA,Central 56A,Scio,Richburg
0,Cattaraugus,"Copper Ridge Oil, Inc.",06755,00,00,OD,Five Mile,AC,Harrington 7,Olean,Bradford Third
0,Cattaraugus,SWEPI LP,12785,00,00,OD,Bradford,PA,Enterprise Transit St 143,Allegany,"Chipmunk, Bradford 2nd & 3rd"
0,Allegany,"Zanders, Dave",69871,00,00,OD,Not Applicable,UL,Zander  886(G),Alma,Not Applicable
